"idno","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","hhmmb","gndr","agea","cntry","maritalb","chldhhe","domicil","eduyrs"
10081,60,5,60,4,7,4,NA,"Mujeres",70,"North Macedonia","Viudo/a","Con menores en el hogar","Pueblo rural",11
10083,120,1,NA,0,0,0,1,"Mujeres",77,"North Macedonia","Viudo/a","Con menores en el hogar","Afueras de una gran ciudad",4
10088,60,5,60,5,4,4,4,"Mujeres",45,"North Macedonia","Casado/a",NA,"Ciudad pequena",18
10089,70,2,NA,4,3,4,3,"Mujeres",65,"North Macedonia","Viudo/a",NA,"Ciudad pequena",8
10093,722,5,60,0,5,1,6,"Mujeres",36,"North Macedonia","Casado/a",NA,"Gran ciudad",8
10114,60,3,NA,0,0,0,4,"Mujeres",40,"North Macedonia","Casado/a",NA,"Pueblo rural",8
10130,60,5,420,4,6,5,4,"Mujeres",34,"North Macedonia","Casado/a",NA,"Gran ciudad",15
10136,75,5,270,4,6,3,1,"Mujeres",37,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",12
10141,30,5,300,7,3,5,5,"Mujeres",17,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",10
10145,75,5,30,2,5,3,2,"Mujeres",62,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",8
10146,20,3,NA,7,2,1,4,"Mujeres",48,"North Macedonia","Casado/a",NA,"Pueblo rural",11
10156,150,5,240,5,4,3,2,"Varones",69,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",5
10169,0,5,240,6,4,5,3,"Mujeres",26,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",15
10180,NA,5,60,5,6,3,2,"Varones",57,"North Macedonia","Casado/a","Sin menores en el hogar","Pueblo rural",8
10206,240,5,360,3,2,4,4,"Mujeres",31,"North Macedonia","Casado/a",NA,"Ciudad pequena",24
10220,240,5,150,0,0,0,1,"Mujeres",71,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",4
10251,40,5,40,4,6,7,4,"Mujeres",42,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
10265,60,5,240,0,3,0,1,"Varones",70,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",12
10273,30,4,30,2,4,3,4,"Mujeres",58,"North Macedonia","Casado/a",NA,"Gran ciudad",16
10274,120,3,NA,0,0,0,2,"Mujeres",69,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",7
10288,38,4,120,0,3,0,3,"Varones",36,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",16
10297,180,5,300,4,3,3,2,"Varones",53,"North Macedonia","Casado/a","Sin menores en el hogar","Gran ciudad",16
10298,0,5,150,8,7,6,5,"Varones",18,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",12
10313,30,5,180,3,9,7,6,"Mujeres",29,"North Macedonia","Casado/a",NA,"Pueblo rural",12
10314,120,5,180,5,0,5,3,"Mujeres",39,"North Macedonia","Casado/a",NA,"Pueblo rural",16
10318,30,4,60,4,4,5,4,"Mujeres",42,"North Macedonia","Casado/a",NA,"Pueblo rural",16
10319,180,1,NA,6,3,3,1,"Varones",71,"North Macedonia","Viudo/a","Con menores en el hogar","Afueras de una gran ciudad",12
10329,120,5,NA,5,4,4,3,"Varones",25,"North Macedonia","Soltero/a","Sin menores en el hogar","Ciudad pequena",16
10334,60,5,615,5,0,5,2,"Mujeres",55,"North Macedonia","Casado/a","Sin menores en el hogar","Ciudad pequena",15
10369,5,5,90,2,6,3,3,"Varones",64,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
10379,120,5,150,2,3,0,3,"Varones",55,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
10394,80,5,330,3,3,2,4,"Varones",37,"North Macedonia","Casado/a",NA,"Ciudad pequena",16
10404,30,4,300,1,8,5,6,"Mujeres",38,"North Macedonia","Casado/a",NA,"Afueras de una gran ciudad",18
10421,0,5,720,0,0,0,1,"Mujeres",50,"North Macedonia","Divorciado/a","Con menores en el hogar","Gran ciudad",12
10422,0,5,165,1,6,2,2,"Mujeres",22,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",12
10427,60,1,NA,5,5,3,1,"Varones",71,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",11
10445,300,5,300,3,5,4,4,"Varones",55,"North Macedonia","Casado/a",NA,"Pueblo rural",16
10454,60,5,120,5,7,4,4,"Mujeres",38,"North Macedonia","Soltero/a",NA,"Ciudad pequena",14
10465,NA,5,NA,4,4,5,NA,"Varones",NA,"North Macedonia",NA,NA,"Gran ciudad",16
10482,90,5,300,7,5,6,4,"Mujeres",23,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",15
10491,150,5,120,1,4,4,6,"Mujeres",39,"North Macedonia","Casado/a",NA,"Pueblo rural",16
10528,60,5,180,1,5,4,2,"Mujeres",59,"North Macedonia","Casado/a","Sin menores en el hogar","Ciudad pequena",8
10542,180,5,420,5,5,5,2,"Varones",64,"North Macedonia","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",17
10558,150,5,120,0,2,4,1,"Varones",51,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",12
10567,0,1,NA,5,5,7,1,"Mujeres",61,"North Macedonia","Soltero/a","Sin menores en el hogar","Ciudad pequena",11
10575,180,1,NA,1,5,5,4,"Varones",67,"North Macedonia","Casado/a",NA,"Pueblo rural",12
10599,0,5,300,4,3,7,4,"Mujeres",15,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",11
10603,150,1,NA,2,3,2,2,"Mujeres",62,"North Macedonia","Casado/a","Con menores en el hogar","Ciudad pequena",8
10626,150,5,480,5,3,3,3,"Mujeres",37,"North Macedonia","Casado/a",NA,"Pueblo rural",16
10640,120,5,300,6,4,3,3,"Varones",41,"North Macedonia","Casado/a",NA,"Gran ciudad",16
10680,240,1,NA,5,5,2,3,"Varones",65,"North Macedonia","Casado/a",NA,"Pueblo rural",11
10687,60,1,NA,0,0,0,1,"Mujeres",67,"North Macedonia","Viudo/a","Con menores en el hogar","Gran ciudad",8
10722,190,5,68,3,3,2,3,"Varones",34,"North Macedonia","Casado/a",NA,"Pueblo rural",16
10724,120,1,NA,7,5,2,3,"Varones",58,"North Macedonia","Casado/a",NA,"Gran ciudad",8
10745,60,3,NA,1,5,0,3,"Mujeres",56,"North Macedonia","Divorciado/a",NA,"Gran ciudad",12
10757,120,5,240,4,7,7,4,"Varones",56,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
10779,60,4,120,5,7,5,4,"Mujeres",50,"North Macedonia","Casado/a",NA,"Gran ciudad",16
10780,30,5,90,8,6,7,2,"Mujeres",74,"North Macedonia","Casado/a","Con menores en el hogar","Ciudad pequena",19
10783,90,1,NA,5,4,5,6,"Mujeres",58,"North Macedonia","Casado/a",NA,"Ciudad pequena",4
10784,15,5,120,4,6,0,6,"Mujeres",54,"North Macedonia","Casado/a",NA,"Ciudad pequena",8
10819,90,5,240,2,3,4,5,"Mujeres",54,"North Macedonia","Casado/a",NA,"Pueblo rural",14
10827,180,5,300,5,6,2,2,"Mujeres",58,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",12
10831,480,1,NA,5,5,0,1,"Varones",86,"North Macedonia","Viudo/a","Con menores en el hogar","Ciudad pequena",8
10838,120,5,150,2,3,2,2,"Mujeres",46,"North Macedonia","Divorciado/a",NA,"Gran ciudad",12
10848,60,5,300,4,4,4,4,"Mujeres",29,"North Macedonia","Casado/a",NA,"Gran ciudad",16
10858,15,5,60,9,7,7,4,"Mujeres",45,"North Macedonia","Casado/a",NA,"Ciudad pequena",18
10865,150,1,NA,5,3,3,2,"Varones",69,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",12
10892,10,5,230,8,4,5,3,"Mujeres",22,"North Macedonia","Casado/a","Sin menores en el hogar","Gran ciudad",12
10898,270,4,270,4,4,6,1,"Mujeres",65,"North Macedonia","Viudo/a","Con menores en el hogar","Pueblo rural",8
10914,120,1,NA,0,0,0,2,"Varones",77,"North Macedonia","Viudo/a",NA,"Ciudad pequena",8
10917,120,5,240,6,6,9,5,"Mujeres",35,"North Macedonia","Casado/a",NA,"Pueblo rural",16
10969,120,5,180,0,1,0,3,"Mujeres",50,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",12
10989,5,5,180,2,2,1,4,"Mujeres",27,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",17
11021,90,5,150,8,7,7,3,"Varones",42,"North Macedonia","Casado/a",NA,"Ciudad pequena",16
11038,210,2,NA,3,3,3,2,"Varones",56,"North Macedonia","Casado/a","Sin menores en el hogar","Pueblo rural",8
11043,180,4,60,8,9,5,1,"Mujeres",48,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",12
11049,NA,2,NA,7,9,0,2,"Mujeres",68,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",12
11065,240,1,NA,2,5,3,2,"Varones",61,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",8
11070,0,5,480,0,3,6,3,"Varones",NA,"North Macedonia","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",13
11075,300,2,NA,10,5,6,1,"Mujeres",81,"North Macedonia","Viudo/a","Con menores en el hogar","Gran ciudad",12
11105,30,5,15,3,9,0,4,"Mujeres",42,"North Macedonia","Casado/a",NA,"Pueblo rural",8
11108,60,5,120,6,5,3,3,"Varones",35,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
11131,60,4,180,7,7,7,8,"Mujeres",40,"North Macedonia","Casado/a",NA,"Pueblo rural",12
11147,180,5,60,4,1,0,3,"Mujeres",46,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",12
11156,180,5,120,2,1,4,2,"Mujeres",44,"North Macedonia","Divorciado/a",NA,"Gran ciudad",12
11160,60,4,120,2,5,2,6,"Mujeres",39,"North Macedonia","Casado/a",NA,"Pueblo rural",8
11169,30,5,120,3,3,3,2,"Varones",65,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",12
11218,130,1,NA,2,2,2,1,"Mujeres",71,"North Macedonia","Viudo/a","Con menores en el hogar","Pueblo rural",8
11220,270,4,10,1,2,4,3,"Varones",52,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
11222,60,2,NA,1,2,0,1,"Mujeres",63,"North Macedonia","Soltero/a","Sin menores en el hogar","Ciudad pequena",15
11225,150,5,150,1,1,1,4,"Mujeres",37,"North Macedonia","Casado/a",NA,"Pueblo rural",16
11227,60,1,NA,2,2,2,2,"Varones",59,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",11
11237,60,5,60,7,6,2,1,"Mujeres",48,"North Macedonia","Divorciado/a","Con menores en el hogar","Gran ciudad",8
11239,30,5,90,5,2,0,4,"Mujeres",39,"North Macedonia","Casado/a",NA,"Pueblo rural",16
11261,180,1,NA,3,2,2,2,"Varones",70,"North Macedonia","Casado/a","Sin menores en el hogar","Ciudad pequena",8
11284,120,5,60,6,2,3,2,"Varones",50,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",12
11302,60,1,NA,1,7,5,6,"Mujeres",48,"North Macedonia","Casado/a",NA,"Pueblo rural",4
11328,60,5,180,5,5,5,4,"Varones",40,"North Macedonia","Casado/a",NA,"Pueblo rural",12
11344,NA,5,420,6,6,5,3,"Mujeres",27,"North Macedonia","Soltero/a","Sin menores en el hogar","Ciudad pequena",18
11365,120,5,960,0,0,0,4,"Varones",34,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",19
11372,300,2,NA,5,8,4,6,"Varones",84,"North Macedonia","Casado/a",NA,"Gran ciudad",14
11387,240,3,NA,5,4,8,3,"Varones",62,"North Macedonia","Casado/a",NA,"Afueras de una gran ciudad",12
11413,30,1,NA,0,0,0,1,"Mujeres",71,"North Macedonia","Viudo/a","Con menores en el hogar","Pueblo rural",4
11429,120,5,60,2,1,1,3,"Mujeres",58,"North Macedonia","Casado/a",NA,"Pueblo rural",8
11432,60,5,180,3,3,0,1,"Mujeres",54,"North Macedonia","Divorciado/a","Sin menores en el hogar","Pueblo rural",15
11447,15,5,240,6,4,7,6,"Mujeres",31,"North Macedonia","Casado/a",NA,"Gran ciudad",12
11451,30,1,NA,7,2,5,2,"Mujeres",62,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",11
11466,30,5,480,3,2,2,3,"Mujeres",22,"North Macedonia","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
11469,240,1,NA,10,0,5,2,"Varones",61,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",8
11470,15,3,NA,1,2,2,5,"Mujeres",32,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
11475,30,2,NA,1,2,5,1,"Varones",59,"North Macedonia","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",12
11498,120,5,60,3,4,5,1,"Mujeres",51,"North Macedonia","Casado/a","Sin menores en el hogar","Ciudad pequena",8
11565,30,5,75,3,4,4,4,"Mujeres",53,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
11570,60,5,120,10,10,10,5,"Varones",46,"North Macedonia","Casado/a",NA,"Pueblo rural",11
11597,30,2,NA,5,1,1,2,"Mujeres",41,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",8
11604,180,1,NA,3,4,4,3,"Mujeres",67,"North Macedonia","Viudo/a",NA,"Pueblo rural",12
11630,300,2,NA,0,5,0,4,"Varones",53,"North Macedonia","Casado/a",NA,"Pueblo rural",11
11635,300,2,NA,0,3,0,2,"Varones",70,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",16
11637,30,5,180,5,3,4,1,"Varones",47,"North Macedonia","Casado/a","Con menores en el hogar","Ciudad pequena",12
11672,180,5,180,1,3,0,3,"Mujeres",32,"North Macedonia","Soltero/a","Sin menores en el hogar","Ciudad pequena",15
11688,15,1,NA,0,0,1,4,"Mujeres",42,"North Macedonia","Casado/a",NA,"Pueblo rural",8
11691,150,2,NA,1,3,0,6,"Varones",36,"North Macedonia","Casado/a",NA,"Pueblo rural",12
11699,60,5,330,5,8,3,5,"Mujeres",44,"North Macedonia","Casado/a",NA,"Gran ciudad",8
11702,75,5,210,8,7,7,6,"Varones",34,"North Macedonia","Casado/a",NA,"Pueblo rural",16
11715,75,5,90,7,7,5,4,"Mujeres",39,"North Macedonia","Casado/a",NA,"Pueblo rural",12
11720,120,1,NA,1,0,0,6,"Varones",72,"North Macedonia","Casado/a",NA,"Pueblo rural",4
11761,90,1,NA,2,3,2,6,"Mujeres",57,"North Macedonia","Casado/a",NA,"Pueblo rural",8
11783,180,2,NA,1,10,8,3,"Varones",50,"North Macedonia","Casado/a",NA,"Pueblo rural",8
11786,350,5,155,4,3,3,5,"Mujeres",38,"North Macedonia","Casado/a",NA,"Pueblo rural",12
11808,90,5,120,3,3,2,4,"Varones",33,"North Macedonia","Casado/a",NA,"Pueblo rural",12
11813,60,5,180,2,10,2,3,"Mujeres",61,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
11817,60,1,NA,0,1,0,1,"Mujeres",60,"North Macedonia","Viudo/a","Con menores en el hogar","Pueblo rural",8
11835,30,5,270,4,6,3,3,"Mujeres",15,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",9
11848,705,4,90,0,10,10,2,"Varones",65,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",11
11850,30,5,270,6,6,0,3,"Varones",22,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",12
11854,150,1,NA,6,3,3,NA,"Mujeres",77,"North Macedonia","Viudo/a","Con menores en el hogar","Ciudad pequena",8
11867,60,4,120,0,0,0,4,"Mujeres",46,"North Macedonia","Casado/a",NA,"Pueblo rural",12
11868,30,5,600,5,5,6,2,"Varones",33,"North Macedonia","Casado/a","Sin menores en el hogar","Gran ciudad",17
11899,105,5,60,0,1,2,4,"Varones",35,"North Macedonia","Casado/a",NA,"Gran ciudad",18
11911,0,5,90,7,5,4,5,"Varones",28,"North Macedonia","Casado/a","Sin menores en el hogar","Ciudad pequena",16
11918,60,5,300,3,5,3,3,"Mujeres",62,"North Macedonia","Casado/a",NA,"Gran ciudad",16
11922,145,2,NA,5,6,6,6,"Varones",51,"North Macedonia","Casado/a",NA,"Pueblo rural",12
11934,60,3,NA,3,5,7,3,"Varones",55,"North Macedonia","Divorciado/a",NA,"Afueras de una gran ciudad",12
11936,60,2,NA,3,2,2,2,"Varones",50,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",12
11944,180,1,NA,1,4,1,1,"Mujeres",84,"North Macedonia","Viudo/a","Sin menores en el hogar","Afueras de una gran ciudad",4
11953,30,2,NA,3,4,0,5,"Varones",55,"North Macedonia","Casado/a",NA,"Gran ciudad",8
11958,240,4,90,5,5,3,2,"Varones",59,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",12
11962,30,5,60,0,2,0,4,"Mujeres",34,"North Macedonia","Casado/a",NA,"Pueblo rural",12
11982,120,5,300,0,0,2,4,"Mujeres",39,"North Macedonia","Casado/a",NA,"Pueblo rural",16
12023,60,5,60,5,5,2,2,"Mujeres",70,"North Macedonia","Casado/a","Sin menores en el hogar","Pueblo rural",12
12026,0,1,NA,3,3,3,3,"Varones",55,"North Macedonia","Casado/a",NA,"Ciudad pequena",8
12039,270,5,210,2,5,2,4,"Varones",32,"North Macedonia","Casado/a",NA,"Pueblo rural",12
12069,60,5,300,0,0,0,4,"Varones",18,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",8
12090,0,2,NA,3,3,1,5,"Varones",24,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",16
12092,30,5,210,3,4,2,4,"Mujeres",NA,"North Macedonia","Casado/a",NA,"Pueblo rural",8
12117,30,5,180,5,8,3,4,"Varones",19,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",11
12118,300,1,NA,7,6,3,2,"Varones",66,"North Macedonia","Casado/a","Con menores en el hogar","Ciudad pequena",12
12125,120,5,105,5,4,3,1,"Mujeres",65,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",16
12137,90,5,600,2,2,2,4,"Varones",29,"North Macedonia","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",14
12173,300,5,240,5,10,5,3,"Varones",58,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
12185,120,5,210,0,0,2,4,"Varones",43,"North Macedonia","Casado/a",NA,"Pueblo rural",16
12200,120,4,120,3,1,1,4,"Mujeres",36,"North Macedonia","Casado/a",NA,"Pueblo rural",17
12214,180,5,120,8,8,7,4,"Varones",22,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",12
12221,30,2,NA,3,5,2,3,"Mujeres",72,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
12231,90,5,60,0,0,0,4,"Varones",54,"North Macedonia","Casado/a",NA,"Gran ciudad",12
12250,60,2,NA,0,10,0,8,"Mujeres",29,"North Macedonia","Casado/a",NA,"Pueblo rural",11
12259,90,5,300,4,4,4,3,"Mujeres",40,"North Macedonia","Viudo/a",NA,"Gran ciudad",16
12262,60,5,90,0,4,3,3,"Varones",20,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",12
12280,30,5,150,2,1,1,4,"Mujeres",38,"North Macedonia","Divorciado/a",NA,"Ciudad pequena",12
12284,180,3,NA,3,5,5,2,"Varones",66,"North Macedonia","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",8
12285,120,5,300,0,8,10,4,"Mujeres",30,"North Macedonia","Casado/a",NA,"Pueblo rural",12
12301,30,5,90,4,5,2,2,"Mujeres",59,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",8
12306,180,1,NA,5,5,3,1,"Mujeres",59,"North Macedonia","Viudo/a","Con menores en el hogar","Afueras de una gran ciudad",8
12333,60,5,180,8,8,8,2,"Mujeres",49,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",16
12336,15,4,60,6,7,5,6,"Varones",37,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",12
12355,120,5,60,3,5,3,2,"Varones",48,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",11
12362,180,2,NA,3,3,3,2,"Varones",70,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",12
12364,120,1,NA,4,4,2,2,"Mujeres",80,"North Macedonia","Viudo/a",NA,"Gran ciudad",11
12371,60,5,120,2,2,3,4,"Varones",45,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
12380,300,1,NA,7,NA,3,2,"Varones",75,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",8
12386,510,5,300,0,0,0,6,"Mujeres",38,"North Macedonia","Casado/a",NA,"Afueras de una gran ciudad",0
12388,60,5,75,0,3,2,4,"Mujeres",44,"North Macedonia","Casado/a",NA,"Ciudad pequena",12
12402,40,5,120,0,5,3,2,"Mujeres",26,"North Macedonia",NA,"Sin menores en el hogar","Ciudad pequena",16
12412,60,5,60,5,5,5,3,"Varones",60,"North Macedonia","Casado/a",NA,"Ciudad pequena",14
12430,150,1,NA,0,2,0,1,"Mujeres",65,"North Macedonia","Viudo/a","Con menores en el hogar","Gran ciudad",14
12438,20,5,120,8,7,4,6,"Mujeres",72,"North Macedonia","Viudo/a",NA,"Gran ciudad",8
12441,60,5,60,2,3,2,4,"Varones",70,"North Macedonia","Viudo/a",NA,"Pueblo rural",8
12459,240,2,NA,3,3,5,1,"Mujeres",NA,"North Macedonia","Viudo/a","Con menores en el hogar","Ciudad pequena",12
12476,180,5,120,0,0,0,4,"Mujeres",53,"North Macedonia","Casado/a",NA,"Pueblo rural",18
12492,150,4,180,0,0,0,7,"Varones",38,"North Macedonia","Casado/a",NA,"Pueblo rural",12
12508,30,5,210,5,8,5,2,"Varones",20,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",12
12519,120,5,120,5,6,6,4,"Mujeres",45,"North Macedonia","Casado/a",NA,"Gran ciudad",16
12540,20,2,NA,1,7,5,4,"Varones",55,"North Macedonia","Casado/a",NA,"Pueblo rural",8
12542,60,5,30,3,7,3,4,"Varones",54,"North Macedonia","Casado/a",NA,"Ciudad pequena",8
12570,240,4,10,3,3,3,1,"Varones",75,"North Macedonia","Viudo/a","Con menores en el hogar","Pueblo rural",12
12585,180,1,NA,5,3,2,2,"Varones",79,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",4
12589,120,3,NA,3,1,1,5,"Mujeres",59,"North Macedonia","Casado/a",NA,"Gran ciudad",12
12591,0,5,61,5,5,8,6,"Mujeres",37,"North Macedonia","Casado/a",NA,"Gran ciudad",16
12592,135,5,170,1,3,0,3,"Varones",54,"North Macedonia","Casado/a",NA,"Pueblo rural",12
12634,60,5,900,1,0,0,1,"Varones",20,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",17
12715,180,1,NA,0,3,1,2,"Mujeres",75,"North Macedonia","Viudo/a",NA,"Ciudad pequena",8
12717,330,5,360,3,4,5,2,"Varones",26,"North Macedonia","Casado/a","Sin menores en el hogar","Pueblo rural",13
12749,60,1,NA,6,8,5,6,"Varones",45,"North Macedonia","Casado/a",NA,"Pueblo rural",4
12757,120,5,248,7,7,7,3,"Varones",55,"North Macedonia","Casado/a",NA,"Pueblo rural",12
12792,10,NA,NA,2,2,3,3,"Varones",52,"North Macedonia","Casado/a",NA,"Pueblo rural",11
12846,480,1,NA,8,7,8,8,"Varones",73,"North Macedonia","Casado/a",NA,"Pueblo rural",4
12850,40,2,NA,7,6,4,5,"Mujeres",57,"North Macedonia","Casado/a",NA,"Pueblo rural",8
12854,120,1,NA,3,4,4,2,"Mujeres",71,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",8
12863,420,5,420,4,5,5,3,"Varones",32,"North Macedonia","Divorciado/a","Sin menores en el hogar","Ciudad pequena",12
12880,120,1,NA,6,2,3,2,"Varones",63,"North Macedonia","Casado/a","Con menores en el hogar","Pueblo rural",11
12887,30,4,80,3,2,1,2,"Varones",51,"North Macedonia","Divorciado/a","Con menores en el hogar","Pueblo rural",11
12890,180,1,NA,6,5,2,1,"Varones",83,"North Macedonia","Viudo/a","Con menores en el hogar","Gran ciudad",12
12891,120,5,180,0,0,0,2,"Varones",59,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",11
12893,330,1,NA,NA,7,6,1,"Varones",76,"North Macedonia","Viudo/a","Con menores en el hogar","Pueblo rural",4
12900,892,1,NA,5,8,0,2,"Varones",65,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",11
12910,120,5,180,0,0,6,1,"Varones",64,"North Macedonia","Viudo/a","Sin menores en el hogar","Gran ciudad",16
12915,20,5,120,5,7,7,4,"Varones",52,"North Macedonia","Casado/a",NA,"Pueblo rural",17
12924,120,1,NA,7,4,7,2,"Varones",74,"North Macedonia","Casado/a","Con menores en el hogar","Ciudad pequena",11
12930,50,3,NA,10,10,10,4,"Mujeres",31,"North Macedonia","Casado/a",NA,"Gran ciudad",12
12931,90,5,300,4,4,4,6,"Mujeres",46,"North Macedonia","Soltero/a","Sin menores en el hogar","Gran ciudad",16
12946,120,1,NA,3,3,3,3,"Varones",62,"North Macedonia","Casado/a",NA,"Gran ciudad",12
12961,60,5,180,0,0,0,4,"Mujeres",34,"North Macedonia","Soltero/a","Sin menores en el hogar","Pueblo rural",16
12969,90,5,120,8,7,7,2,"Mujeres",50,"North Macedonia","Casado/a","Sin menores en el hogar","Gran ciudad",12
12971,390,2,NA,5,2,5,1,"Varones",83,"North Macedonia","Viudo/a","Con menores en el hogar","Gran ciudad",10
12987,10,5,30,2,0,7,4,"Mujeres",39,"North Macedonia","Casado/a",NA,"Ciudad pequena",16
12995,30,5,120,0,1,1,5,"Mujeres",47,"North Macedonia","Casado/a",NA,"Pueblo rural",12
13029,15,4,1200,2,4,4,4,"Mujeres",31,"North Macedonia","Soltero/a","Sin menores en el hogar","Afueras de una gran ciudad",3
13030,480,1,NA,1,1,1,3,"Mujeres",57,"North Macedonia","Casado/a","Sin menores en el hogar","Ciudad pequena",12
13032,35,4,240,7,6,10,2,"Mujeres",59,"North Macedonia","Casado/a","Con menores en el hogar","Gran ciudad",8
